Company Name;Company Code;HFM Entity Code;Currency;Dcoument Type;Debit/Credit indicator;Gross Value in Local Currency;Net Value in Local Currency;Gross Value in GBB;Net Value in GBB;Clearing Date;Document Date;Document Recipt Date;Due Date;Payment Date;Payment Terms Code;Payment Method Code;Trading Partner;Customer Code;Customer Name;SAP Reference Number;SAP Document Number
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     38200.00;                        38200;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;PRSKRU;0700000347
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     70800.00;                        70800;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;PSIBRE;0700000348
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      8500.00;                         8500;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101648;DS Smith Slovenija d.o.o.;PSIRAK;0700000349
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       280.00;                          280;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;PSKILA;0700000350
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     46600.00;                        46600;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;PSKMAR;0700000351
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      1320.00;                         1320;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;PSKOBA;0700000352
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      2400.00;                         2400;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;PTRSIL;0700000353
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      4000.00;                         4000;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101669;D S Smith Unijapapir;RHRZAG;0700000354
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       360.00;                          360;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;RRSBEL;0700000355
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      9300.00;                         9300;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101637;D S Smith Bulgaria S.A;ABGPAZ;0700000356
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     22500.00;                        22500;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AHRBEL;0700000357
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     25800.00;                        25800;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;PATKAL;0700000358
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      3100.00;                         3100;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;PATMAG;0700000359
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     21600.00;                        21600;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;PBGPAZ;0700000360
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      5700.00;                         5700;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101754;DS Smith Bulgaria SA;PBGRAZ;0700000361
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      5500.00;                         5500;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;PCZSSC;0700000362
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       660.00;                          660;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;PEETAL;0700000363
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       380.00;                          380;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;PGRIER;0700000364
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      7000.00;                         7000;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101460;DS Smith Hellas SA;PGRTHE;0700000365
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     19500.00;                        19500;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;PHRBEL;0700000366
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     19000.00;                        19000;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;PHRCOP;0700000367
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     22300.00;                        22300;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;PHUFUS;0700000368
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      6300.00;                         6300;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;PHUSSC;0700000369
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      1730.00;                         1730;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;PLTEUR;0700000370
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                        90.00;                           90;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;PLVEUR;0700000371
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      1100.00;                         1100;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101639;D S Smith AD Skopje;PMKSKO;0700000372
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      8700.00;                         8700;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101585;DS Smith Polska sp. z o.o.;PPLWAR;0700000373
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      1200.00;                         1200;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101930;DS Smith Packaging Ghimbav S.R;PROGHI;0700000374
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      5500.00;                         5500;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000100626;DS Smith Packaging Romania SRL;PROTIM;0700000375
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     19100.00;                        19100;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;PRSKRU;0700000376
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     35400.00;                        35400;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;PSIBRE;0700000377
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      4250.00;                         4250;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101648;DS Smith Slovenija d.o.o.;PSIRAK;0700000378
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       140.00;                          140;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;PSKILA;0700000379
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                     23300.00;                        23300;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;PSKMAR;0700000380
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       660.00;                          660;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;PSKOBA;0700000381
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      1200.00;                         1200;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;PTRSIL;0700000382
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                      2000.00;                         2000;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101669;D S Smith Unijapapir;RHRZAG;0700000383
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;H;                       180.00;                          180;;;26/08/2021;26/08/2021;26/08/2021;26/08/2021;26/08/2021;;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;RRSBEL;0700000384
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9000.00;                         9000;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101637;D S Smith Bulgaria S.A;ABGPAZ;0700000385
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     20100.00;                        20100;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AHRBEL;0700000386
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     25100.00;                        25100;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;PATKAL;0700000387
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4000.00;                         4000;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;PATMAG;0700000388
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21000.00;                        21000;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;PBGPAZ;0700000389
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5300.00;                         5300;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101754;DS Smith Bulgaria SA;PBGRAZ;0700000390
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5000.00;                         5000;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;PCZSSC;0700000391
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       600.00;                          600;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;PEETAL;0700000392
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       350.00;                          350;;;16/11/2021;26/08/2021;26/08/2021;15/10/2021;16/11/2021;HR30;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;PGRIER;0700000393
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      7000.00;                         7000;;;16/11/2021;26/08/2021;26/08/2021;15/10/2021;16/11/2021;HR30;Bank Transfer;YES;0000101460;DS Smith Hellas SA;PGRTHE;0700000394
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18800.00;                        18800;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;PHRBEL;0700000395
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     17500.00;                        17500;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;PHRCOP;0700000396
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21000.00;                        21000;;;05/10/2021;26/08/2021;26/08/2021;15/09/2021;05/10/2021;GB06;Bank Transfer;YES;0000101604;DS Smith Packaging Füzesabony;PHUFUS;0700000397
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5500.00;                         5500;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;PHUSSC;0700000398
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1600.00;                         1600;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;PLTEUR;0700000399
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       100.00;                          100;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;PLVEUR;0700000400
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1000.00;                         1000;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101639;D S Smith AD Skopje;PMKSKO;0700000401
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      7400.00;                         7400;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101585;DS Smith Polska sp. z o.o.;PPLWAR;0700000402
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1100.00;                         1100;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101930;DS Smith Packaging Ghimbav S.R;PROGHI;0700000403
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5300.00;                         5300;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000100626;DS Smith Packaging Romania SRL;PROTIM;0700000404
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18000.00;                        18000;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101634;DS Smith Packaging d.o.o. Kruš;PRSKRU;0700000405
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     32500.00;                        32500;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;PSIBRE;0700000406
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3100.00;                         3100;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101648;DS Smith Slovenija d.o.o.;PSIRAK;0700000407
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       110.00;                          110;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;PSKILA;0700000408
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21600.00;                        21600;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;PSKMAR;0700000409
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       550.00;                          550;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;PSKOBA;0700000410
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       850.00;                          850;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;PTRSIL;0700000411
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1800.00;                         1800;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101669;D S Smith Unijapapir;RHRZAG;0700000412
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       160.00;                          160;;;16/11/2021;26/08/2021;26/08/2021;15/09/2021;16/11/2021;GB06;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;RRSBEL;0700000413
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9892.05;                      9892.05;;;28/10/2021;06/08/2021;27/08/2021;15/10/2021;28/10/2021;HR30;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;AR0049;0700000416
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     16050.72;                     16050.72;;;27/09/2021;06/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000100626;DS Smith Packaging Romania SRL;AR0051;0700000418
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     24805.13;                     24805.13;;;27/09/2021;06/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;AR0052;0700000419
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     70657.90;                      70657.9;;;20/09/2021;12/08/2021;27/08/2021;15/09/2021;20/09/2021;GB06;Bank Transfer;YES;0000101600;DS Smith Turpak Obaly, a.s.;AR0053;0700000420
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     70703.86;                     70703.86;;;20/09/2021;12/08/2021;27/08/2021;12/08/2021;20/09/2021;;Bank Transfer;YES;0000102146;DS Smith Packaging Hungary Kft;AR0054;0700000421
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                    106714.10;                     106714.1;;;22/09/2021;12/08/2021;27/08/2021;15/09/2021;22/09/2021;GB06;Bank Transfer;YES;0000101641;DS Smith Slovenija d.o.o.;AR0055;0700000422
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     68525.66;                     68525.66;;;15/09/2021;12/08/2021;27/08/2021;15/09/2021;15/09/2021;GB06;Bank Transfer;YES;0000101636;DS Smith Bulgaria S.A;AR0056;0700000423
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     17721.14;                     17721.14;;;15/09/2021;12/08/2021;27/08/2021;15/09/2021;15/09/2021;GB06;Bank Transfer;YES;0000101754;DS Smith Bulgaria SA;AR0057;0700000424
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9612.98;                      9612.98;;;22/09/2021;12/08/2021;27/08/2021;15/09/2021;22/09/2021;GB06;Bank Transfer;YES;0000101648;DS Smith Slovenija d.o.o.;AR0058;0700000425
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     61368.51;                     61368.51;;;17/01/2022;12/08/2021;27/08/2021;15/09/2021;17/01/2022;GB06;Bank Transfer;YES;0000101599;DS Smith Belišće Croatia D.O.O;AR0059;0700000426
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5681.68;                      5681.68;;;31/10/2021;12/08/2021;27/08/2021;15/09/2021;31/10/2021;GB06;Bank Transfer;YES;0000101669;D S Smith Unijapapir;AR0060;0700000427
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     59505.74;                     59505.74;;;20/09/2021;12/08/2021;27/08/2021;15/09/2021;20/09/2021;GB06;Bank Transfer;YES;0000101635;Bilokalnik-IPA d.d.;AR0061;0700000428
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       556.49;                       556.49;;;31/10/2021;12/08/2021;27/08/2021;15/09/2021;31/10/2021;GB06;Bank Transfer;YES;0000101647;DS Smith Inos Papir Servis d.o;AR0063;0700000430
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     65301.51;                     65301.51;;;09/02/2022;12/08/2021;27/08/2021;15/09/2021;09/02/2022;GB06;Bank Transfer;YES;0000101644;DS Smith Belisce Croatia d.o.o;AR0065;0700000432
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21243.58;                     17702.98;;;20/09/2021;12/08/2021;27/08/2021;15/09/2021;20/09/2021;GB06;Bank Transfer;YES;0000101214;DS Smith Packaging Austria Gmb;AR0066;0700000433
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     99114.01;                     82595.01;;;20/09/2021;12/08/2021;27/08/2021;15/09/2021;20/09/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0067;0700000434
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     16782.71;                     16782.71;;;20/09/2021;12/08/2021;27/08/2021;15/09/2021;20/09/2021;GB06;Bank Transfer;YES;0000100626;DS Smith Packaging Romania SRL;AR0068;0700000435
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     29368.13;                     29368.13;;;15/09/2021;12/08/2021;27/08/2021;15/09/2021;15/09/2021;GB06;Bank Transfer;YES;0000101637;D S Smith Bulgaria S.A;AR0069;0700000436
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     16994.07;                     16994.07;;;27/09/2021;12/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000100695;DS Smith Packag Czech Republic;AR0070;0700000437
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19884.21;                     19884.21;;;28/10/2021;12/08/2021;27/08/2021;15/09/2021;28/10/2021;GB06;Bank Transfer;YES;0000100834;DS Smith Packaging Hungary Kft;AR0071;0700000438
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1952.40;                       1952.4;;;27/09/2021;12/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000100465;DS Smith Packaging Slovakia s.;AR0072;0700000439
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       402.56;                       402.56;;;29/09/2021;12/08/2021;27/08/2021;15/09/2021;29/09/2021;GB06;Bank Transfer;YES;0000101744;DS Smith Packaging sp. z.o.o.;AR0073;0700000440
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3827.53;                      3827.53;;;14/02/2022;12/08/2021;27/08/2021;15/09/2021;14/02/2022;GB06;Bank Transfer;YES;0000101930;DS Smith Packaging Ghimbav S.R;AR0074;0700000441
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     21675.26;                     21675.26;;;27/09/2021;12/08/2021;27/08/2021;15/10/2021;27/09/2021;HR30;Bank Transfer;YES;0000101460;DS Smith Hellas SA;AR0075;0700000442
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1164.40;                       1164.4;;;28/10/2021;12/08/2021;27/08/2021;15/10/2021;28/10/2021;HR30;Bank Transfer;YES;0000101464;DS Smith Cretan Hellas SA;AR0076;0700000443
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     26421.93;                     26421.93;;;27/09/2021;12/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000101585;DS Smith Polska sp. z o.o.;AR0077;0700000444
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      5507.55;                      5507.55;;;27/09/2021;12/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000100737;DS Smith Packaging Lithuania U;AR0078;0700000445
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2066.24;                      2066.24;;;27/09/2021;12/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000100579;DS SMITH PACKAGING ESTONIA AS;AR0079;0700000446
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       326.00;                          326;;;27/09/2021;12/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000100610;SIA DS Smith Packaging Latvia;AR0080;0700000447
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      3152.38;                      3152.38;;;29/09/2021;12/08/2021;27/08/2021;15/09/2021;29/09/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;AR0081;0700000448
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       224.89;                       224.89;;;31/08/2021;18/08/2021;27/08/2021;15/09/2021;31/08/2021;GB06;Bank Transfer;YES;0000101438;DS Smith PLC;AR0082;0700000449
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      1635.00;                         1635;;;30/11/2021;18/08/2021;27/08/2021;15/09/2021;30/11/2021;GB06;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0083;0700000450
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     12691.92;                     12691.92;;;28/10/2021;25/08/2021;27/08/2021;15/09/2021;28/10/2021;GB06;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0084;0700000451
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     18615.47;                     18615.47;;;28/10/2021;25/08/2021;27/08/2021;15/09/2021;28/10/2021;GB06;Bank Transfer;YES;0000101338;DS Smith Paper Ltd;AR0085;0700000452
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      9760.09;                      9760.09;;;29/09/2021;25/08/2021;27/08/2021;15/09/2021;29/09/2021;GB06;Bank Transfer;YES;0000101711;DS Smith Ambalaj A.S.;AR0086;0700000453
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                     19373.91;                     19373.91;;;27/09/2021;25/08/2021;27/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000102105;DS Smith Packaging Limited;AR0087;0700000454
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      4557.10;                      3824.72;;;27/09/2021;31/08/2021;31/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0088;0700000455
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                       353.14;                       353.14;;;27/09/2021;31/08/2021;31/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0089;0700000456
DSS Packaging SE GmbH;ATHL;CATHOL;EUR;SA;S;                      2461.08;                       2050.9;;;27/09/2021;31/08/2021;31/08/2021;15/09/2021;27/09/2021;GB06;Bank Transfer;YES;0000101611;DS Smith Packaging Austria Gmb;AR0090;0700000457
